drug_name,cpic_drug_name,gene,gene_name,relationship_type,evidence_level,clinical_significance,cpic_level,guideline_id,guideline_url,source,variant_id,allele_name,allele_function,allele_frequency_global,allele_frequency_afr,allele_frequency_amr,allele_frequency_eas,allele_frequency_eur,allele_frequency_sas,allele_frequency_assigned,frequency_source,frequency_assignment_method
HYDROCORTISONE VALERATE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE VALERATE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE BUTYRATE (,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE BUTYRATE (,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE BUTYRATE (,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HM LANSOPRAZOLE,lansoprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE BITARTRATE/HO,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE BITARTRATE/HO,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE BITARTRATE/HO,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDRALAZINE HYDROCHLORIDE,hydralazine,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDRALAZINE HCL,hydralazine,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IMIPRAMINE PAMOATE,imipramine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IMIPRAMINE PAMOATE,imipramine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IMIPRAMINE HYDROCHLORIDE,imipramine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IMIPRAMINE HYDROCHLORIDE,imipramine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE BUTYRATE,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE BUTYRATE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE BUTYRATE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/IBUPROFEN,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/IBUPROFEN,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/IBUPROFEN,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/HOMATROPINE,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/HOMATROPINE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/HOMATROPINE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROMETHAZINE/CODEINE,codeine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROMETHAZINE/CODEINE,codeine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROMETHAZINE/CODEINE,codeine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ATENOLOL,atenolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ATENOLOL,atenolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ATENOLOL,atenolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ATENOLOL,atenolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUVOXAMINE MALEATE,fluvoxamine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUVOXAMINE MALEATE,fluvoxamine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUVOXAMINE MALEATE,fluvoxamine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUVOXAMINE MALEATE,fluvoxamine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HCL,duloxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HCL,duloxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HCL,duloxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HCL,duloxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACETAMINOPHEN/CODEINE PHO,codeine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACETAMINOPHEN/CODEINE PHO,codeine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACETAMINOPHEN/CODEINE PHO,codeine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TAMSULOSIN HYDROCHLORIDE,tamsulosin,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
GENTAMICIN SULFATE,gentamicin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LIDOCAINE,lidocaine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/ACETAMINOPHEN,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/ACETAMINOPHEN,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE/ACETAMINOPHEN,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DOXEPIN HCL,doxepin,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DOXEPIN HCL,doxepin,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACZONE,rosiglitazone,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NEOMYCIN/POLYMYXIN/HYDROC,neomycin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IBU,ibuprofen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IBU,ibuprofen,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DICLOFENAC SODIUM,diclofenac,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DICLOFENAC SODIUM,diclofenac,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ONDANSETRON HYDROCHLORIDE,ondansetron,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ONDANSETRON HYDROCHLORIDE,ondansetron,ABCB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DIAZEPAM,diazepam,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE/ACETAMINOPHEN,oxycodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE/ACETAMINOPHEN,oxycodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE/ACETAMINOPHEN,oxycodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROPRANOLOL HYDROCHLORIDE,propranolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROPRANOLOL HYDROCHLORIDE,propranolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROPRANOLOL HYDROCHLORIDE,propranolol,ADRB2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROPRANOLOL HYDROCHLORIDE,propranolol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROPRANOLOL HYDROCHLORIDE,propranolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PROPRANOLOL HYDROCHLORIDE,propranolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DICLOFENAC POTASSIUM,diclofenac,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DICLOFENAC POTASSIUM,diclofenac,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SODIUM SULFACETAMIDE/SULF,sulfacetamide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HCL,fluoxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HCL,fluoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HCL,fluoxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HCL,fluoxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HCL,fluoxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HCL,fluoxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ONDANSETRON ODT,ondansetron,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ONDANSETRON ODT,ondansetron,ABCB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LAMOTRIGINE,lamotrigine,UGT1A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LEVOFLOXACIN,ofloxacin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HYDROCHLORIDE,fluoxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HYDROCHLORIDE,fluoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HYDROCHLORIDE,fluoxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HYDROCHLORIDE,fluoxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HYDROCHLORIDE,fluoxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUOXETINE HYDROCHLORIDE,fluoxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ARIPIPRAZOLE,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ARIPIPRAZOLE,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CITALOPRAM HYDROBROMIDE,citalopram,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NEOMYCIN/POLYMYXIN/DEXAME,neomycin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DICLOFENAC SODIUM DR,diclofenac,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DICLOFENAC SODIUM DR,diclofenac,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LORAZEPAM,oxazepam,UGT2B15,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE,olanzapine,HTR2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE,olanzapine,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OLANZAPINE,olanzapine,ANKK1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXCARBAZEPINE,oxcarbazepine,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXCARBAZEPINE,oxcarbazepine,HLA-A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NITROFURANTOIN MONOHYDRAT,nitrofurantoin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NAPROXEN,naproxen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HYDROCHLORIDE,oxycodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HYDROCHLORIDE,oxycodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OXYCODONE HYDROCHLORIDE,oxycodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PANTOPRAZOLE SODIUM,pantoprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HCL,sertraline,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HCL,sertraline,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HCL,sertraline,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HCL,sertraline,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HCL,sertraline,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HCL,sertraline,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METFORMIN HYDROCHLORIDE,metformin,C11orf65,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ESCITALOPRAM OXALATE,escitalopram,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ESCITALOPRAM OXALATE,escitalopram,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ESCITALOPRAM OXALATE,escitalopram,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ESCITALOPRAM OXALATE,escitalopram,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ESCITALOPRAM OXALATE,escitalopram,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ESCITALOPRAM OXALATE,escitalopram,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PHENAZOPYRIDINE HCL,phenazopyridine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE BITARTRATE/AC,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE BITARTRATE/AC,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCODONE BITARTRATE/AC,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
