title,pubdate,pmc_id,authors
A real-world pharmacovigilance study using disproportionality analysis of United States Food and Drug Administration Adverse Event Reporting System events for vinca alkaloids: comparing vinorelbine and Vincristine.,2024,NA,"Zhong, Zheng, Zhao, Ren"
A real-world population-based study on the association between cataracts and antipsychotics.,2025,NA,"Lakhani, Kwan, Chaudry, Popovic, Xie, Rai, Rai, Margolin, McIntyre"
A real-world safety signal detection study of ondansetron based on FAERS reports from 2014 to 2024.,2025,PMC12381205,"Yang, Xu, Lang, Feng"
A real-world safety surveillance study of aducanumab through the FDA adverse event reporting system.,2025,PMC11960500,"Huang, Long, Chen"
A real-world study of antifibrotic drugs-related adverse events based on the United States food and drug administration adverse event reporting system and VigiAccess databases.,2024,PMC10920264,"He, Yang, Zhou, Wang, Li"
A realworld pharmacovigilance study of trazodone based on the FDA adverse event reporting system.,2025,PMC11825867,"Yu, Sun, Hao, Zhang, Guo"
A real‑world pharmacovigilance study of FDA adverse event reporting system events for daratumumab.,2024,NA,"Yun, Zhou, Wu, Liu, Wu"
A real‑world pharmacovigilance study of raloxifene based on the FDA adverse event reporting system (FAERS).,2024,NA,"Liu, Yan, Luo, Li, Yan"
A replication study using the World Health Organization pharmacovigilance database (VigiBase®) to evaluate whether an association between ketamine and esketamine and alcohol and substance misuse exists.,2024,NA,"Kwan, Rosenblat, Mansur, Rhee, Teopiz, Le, Wong, Cao, Ho, McIntyre"
A retrospective analysis of medications associated with pityriasis rosea reported in the FDA adverse events reporting system.,2025,PMC11729114,"Mashoudy, Ye-Tay, Nouri"
A retrospective pharmacovigilance study of ocrelizumab in multiple sclerosis: Analysis of the FDA Adverse Event Reporting System (FAERS) database.,2025,PMC12499679,"Ma, Ma, Ye, Bai"
A retrospective pharmacovigilance study of post-marketing safety concerns with cefuroxime.,2024,PMC11177735,"Jiang, Zheng, Li, Qian, Li"
A safety signal for congenital strabismus associated with valproic acid: A pharmacovigilance analysis utilizing the FDA Adverse Event Reporting System database.,2024,NA,"Uwai, Nabekura"
